subject_type,page,source_url,raw_file_path,status,notes
历史类,79,https://plan.sceea.cn/img/ls/tu/ls%20(79).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_079.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,80,https://plan.sceea.cn/img/ls/tu/ls%20(80).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_080.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,81,https://plan.sceea.cn/img/ls/tu/ls%20(81).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_081.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,82,https://plan.sceea.cn/img/ls/tu/ls%20(82).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_082.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,83,https://plan.sceea.cn/img/ls/tu/ls%20(83).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_083.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,84,https://plan.sceea.cn/img/ls/tu/ls%20(84).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_084.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,85,https://plan.sceea.cn/img/ls/tu/ls%20(85).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_085.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,86,https://plan.sceea.cn/img/ls/tu/ls%20(86).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_086.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,87,https://plan.sceea.cn/img/ls/tu/ls%20(87).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_087.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,88,https://plan.sceea.cn/img/ls/tu/ls%20(88).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_088.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,89,https://plan.sceea.cn/img/ls/tu/ls%20(89).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_089.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,90,https://plan.sceea.cn/img/ls/tu/ls%20(90).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_090.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,91,https://plan.sceea.cn/img/ls/tu/ls%20(91).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_091.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,92,https://plan.sceea.cn/img/ls/tu/ls%20(92).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_092.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,93,https://plan.sceea.cn/img/ls/tu/ls%20(93).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_093.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,94,https://plan.sceea.cn/img/ls/tu/ls%20(94).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_094.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,95,https://plan.sceea.cn/img/ls/tu/ls%20(95).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_095.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,96,https://plan.sceea.cn/img/ls/tu/ls%20(96).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_096.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,97,https://plan.sceea.cn/img/ls/tu/ls%20(97).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_097.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,98,https://plan.sceea.cn/img/ls/tu/ls%20(98).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_098.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,99,https://plan.sceea.cn/img/ls/tu/ls%20(99).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_099.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,100,https://plan.sceea.cn/img/ls/tu/ls%20(100).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_100.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,101,https://plan.sceea.cn/img/ls/tu/ls%20(101).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_101.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,102,https://plan.sceea.cn/img/ls/tu/ls%20(102).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_102.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,103,https://plan.sceea.cn/img/ls/tu/ls%20(103).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_103.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,104,https://plan.sceea.cn/img/ls/tu/ls%20(104).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_104.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,105,https://plan.sceea.cn/img/ls/tu/ls%20(105).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_105.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,106,https://plan.sceea.cn/img/ls/tu/ls%20(106).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_106.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,107,https://plan.sceea.cn/img/ls/tu/ls%20(107).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_107.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,108,https://plan.sceea.cn/img/ls/tu/ls%20(108).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_108.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,109,https://plan.sceea.cn/img/ls/tu/ls%20(109).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_109.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,110,https://plan.sceea.cn/img/ls/tu/ls%20(110).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_110.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,111,https://plan.sceea.cn/img/ls/tu/ls%20(111).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_111.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,112,https://plan.sceea.cn/img/ls/tu/ls%20(112).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_112.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,113,https://plan.sceea.cn/img/ls/tu/ls%20(113).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_113.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,114,https://plan.sceea.cn/img/ls/tu/ls%20(114).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_114.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,115,https://plan.sceea.cn/img/ls/tu/ls%20(115).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_115.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,116,https://plan.sceea.cn/img/ls/tu/ls%20(116).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_116.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,117,https://plan.sceea.cn/img/ls/tu/ls%20(117).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_117.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,118,https://plan.sceea.cn/img/ls/tu/ls%20(118).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_118.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,119,https://plan.sceea.cn/img/ls/tu/ls%20(119).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_119.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,120,https://plan.sceea.cn/img/ls/tu/ls%20(120).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_120.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,121,https://plan.sceea.cn/img/ls/tu/ls%20(121).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_121.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,122,https://plan.sceea.cn/img/ls/tu/ls%20(122).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_122.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,123,https://plan.sceea.cn/img/ls/tu/ls%20(123).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_123.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,124,https://plan.sceea.cn/img/ls/tu/ls%20(124).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_124.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,125,https://plan.sceea.cn/img/ls/tu/ls%20(125).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_125.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,126,https://plan.sceea.cn/img/ls/tu/ls%20(126).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_126.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,127,https://plan.sceea.cn/img/ls/tu/ls%20(127).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_127.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
历史类,128,https://plan.sceea.cn/img/ls/tu/ls%20(128).png,data/raw/provinces/sichuan/2026-admission-plans/history/ls_128.png,pending_review,2026 在川招生专业及名额官方图片页，非结构化表格，未导入 admission_plans。
