id,year,province,subject_type,batch_name,university_code,university_name,major_group_code,major_code,major_name,min_score,min_rank,plan_count,plan_type,source_name,source_url,source_updated_at,status,created_at,updated_at
gd-2025-历史-10022-224-18,2025,广东,历史,普通类本科批次,10022,北京林业大学,224,,,596,6004,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10022-225-19,2025,广东,历史,普通类本科批次,10022,北京林业大学,225,,,590,7654,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10026-208-20,2025,广东,历史,普通类本科批次,10026,北京中医药大学,208,,,594,6531,5,投档人数:5,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10027-211-21,2025,广东,历史,普通类本科批次,10027,北京师范大学,211,,,642,469,14,投档人数:14,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10027-218-22,2025,广东,历史,普通类本科批次,10027,北京师范大学,218,,,628,1187,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10028-208-23,2025,广东,历史,普通类本科批次,10028,首都师范大学,208,,,596,5991,8,投档人数:8,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10029-204-24,2025,广东,历史,普通类本科批次,10029,首都体育学院,204,,,547,25615,4,投档人数:4,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10030-211-25,2025,广东,历史,普通类本科批次,10030,北京外国语大学,211,,,617,2308,21,投档人数:21,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10030-212-26,2025,广东,历史,普通类本科批次,10030,北京外国语大学,212,,,616,2425,3,投档人数:3,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10030-213-27,2025,广东,历史,普通类本科批次,10030,北京外国语大学(中外合作办学),213,,,606,3906,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10031-205-28,2025,广东,历史,普通类本科批次,10031,北京第二外国语学院,205,,,591,7496,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10031-206-29,2025,广东,历史,普通类本科批次,10031,北京第二外国语学院东,206,,,574,13154,18,投档人数:18,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10031-207-30,2025,广东,历史,普通类本科批次,10031,北京第二外国语学院,207,,,587,8551,7,投档人数:7,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10032-211-31,2025,广东,历史,普通类本科批次,10032,北京语言大学,211,,,590,7750,19,投档人数:19,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10032-212-32,2025,广东,历史,普通类本科批次,10032,北京语言大学(中外合作办学),212,,,540,29955,9,投档人数:9,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10032-213-33,2025,广东,历史,普通类本科批次,10032,北京语言大学,213,,,590,7657,3,投档人数:3,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10033-208-34,2025,广东,历史,普通类本科批次,10033,中国传媒大学,208,,,610,3331,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10033-209-35,2025,广东,历史,普通类本科批次,10033,中国传媒大学,209,,,612,2922,19,投档人数:19,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10033-210-36,2025,广东,历史,普通类本科批次,10033,中国传媒大学(中外合作办学),210,,,603,4555,5,投档人数:5,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10033-215-37,2025,广东,历史,普通类本科批次,10033,中国传媒大学,215,,,614,2666,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10034-206-38,2025,广东,历史,普通类本科批次,10034,中央财经大学,206,,,617,2324,38,投档人数:38,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10034-207-39,2025,广东,历史,普通类本科批次,10034,中央财经大学(中外合作办学),207,,,611,3094,6,投档人数:6,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10036-207-40,2025,广东,历史,普通类本科批次,10036,对外经济贸易大学,207,,,618,2176,38,投档人数:38,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10037-204-41,2025,广东,历史,普通类本科批次,10037,北京物资学院,204,,,560,19068,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10038-204-42,2025,广东,历史,普通类本科批次,10038,首都经济贸易大学,204,,,588,8332,4,投档人数:4,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10043-215-43,2025,广东,历史,普通类本科批次,10043,北京体育大学,215,,,588,8250,4,投档人数:4,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10043-216-44,2025,广东,历史,普通类本科批次,10043,北京体育大学,216,,,583,9828,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10043-217-45,2025,广东,历史,普通类本科批次,10043,北京体育大学(中外合作办学),217,,,542,28624,8,投档人数:8,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10046-203-46,2025,广东,历史,普通类本科批次,10046,中国音乐学院,203,,,581,10623,1,投档人数:1,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10047-206-47,2025,广东,历史,普通类本科批次,10047,中央美术学院,206,,,591,7548,3,投档人数:3,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10047-207-48,2025,广东,历史,普通类本科批次,10047,中央美术学院(中外合作办学),207,,,580,10923,6,投档人数:6,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10048-204-49,2025,广东,历史,普通类本科批次,10048,中央戏剧学院,204,,,582,10371,11,投档人数:11,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10049-206-50,2025,广东,历史,普通类本科批次,10049,中国戏曲学院,206,,,573,13564,1,投档人数:1,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10049-207-51,2025,广东,历史,普通类本科批次,10049,中国戏曲学院,207,,,562,18392,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10049-208-52,2025,广东,历史,普通类本科批次,10049,中国戏曲学院,208,,,580,11046,1,投档人数:1,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10050-201-53,2025,广东,历史,普通类本科批次,10050,北京电影学院,201,,,599,5482,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10050-202-54,2025,广东,历史,普通类本科批次,10050,北京电影学院,202,,,590,7680,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10050-203-55,2025,广东,历史,普通类本科批次,10050,北京电影学院,203,,,590,7603,3,投档人数:3,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10050-208-56,2025,广东,历史,普通类本科批次,10050,北京电影学院,208,,,595,6309,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10050-209-57,2025,广东,历史,普通类本科批次,10050,北京电影学院,209,,,597,5972,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10050-210-58,2025,广东,历史,普通类本科批次,10050,北京电影学院,210,,,589,8152,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10052-216-59,2025,广东,历史,普通类本科批次,10052,中央民族大学,216,,,610,3256,46,投档人数:46,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10053-206-60,2025,广东,历史,普通类本科批次,10053,中国政法大学,206,,,619,2061,80,投档人数:80,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10053-207-61,2025,广东,历史,普通类本科批次,10053,中国政法大学,207,,,618,2177,8,投档人数:8,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10054-205-62,2025,广东,历史,普通类本科批次,10054,华北电力大学(北京),205,,,594,6607,7,投档人数:7,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10055-204-63,2025,广东,历史,普通类本科批次,10055,南开大学,204,,,632,964,34,投档人数:35,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10056-205-64,2025,广东,历史,普通类本科批次,10056,天津大学,205,,,611,3157,8,投档人数:8,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10056-206-65,2025,广东,历史,普通类本科批次,10056,天津大学(中外合作办学),206,,,593,6775,5,投档人数:5,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10057-208-66,2025,广东,历史,普通类本科批次,10057,天津科技大学,208,,,561,18774,4,投档人数:4,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10057-209-67,2025,广东,历史,普通类本科批次,10057,天津科技大学(中外合作办学),209,,,560,19127,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10058-212-68,2025,广东,历史,普通类本科批次,10058,天津工业大学,212,,,575,12846,4,投档人数:4,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10058-221-69,2025,广东,历史,普通类本科批次,10058,天津工业大学,221,,,554,22296,3,投档人数:3,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10059-208-70,2025,广东,历史,普通类本科批次,10059,中国民航大学,208,,,567,16052,19,投档人数:19,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10059-211-71,2025,广东,历史,普通类本科批次,10059,中国民航大学,211,,,569,15152,1,投档人数:1,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10063-205-72,2025,广东,历史,普通类本科批次,10063,天津中医药大学,205,,,560,18899,1,投档人数:1,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10063-206-73,2025,广东,历史,普通类本科批次,10063,天津中医药大学,206,,,554,21908,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10065-216-74,2025,广东,历史,普通类本科批次,10065,天津师范大学,216,,,551,23666,24,投档人数:24,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10065-217-75,2025,广东,历史,普通类本科批次,10065,天津师范大学,217,,,549,24760,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10068-201-76,2025,广东,历史,普通类本科批次,10068,天津外国语大学东,201,,,563,17938,7,投档人数:7,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10068-202-77,2025,广东,历史,普通类本科批次,10068,天津外国语大学,202,,,553,22766,3,投档人数:3,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10068-203-78,2025,广东,历史,普通类本科批次,10068,天津外国语大学,203,,,560,19374,5,投档人数:5,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10068-204-79,2025,广东,历史,普通类本科批次,10068,天津外国语大学,204,,,566,16394,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10068-205-80,2025,广东,历史,普通类本科批次,10068,天津外国语大学(中外合作办学),205,,,552,23070,1,投档人数:1,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10069-209-81,2025,广东,历史,普通类本科批次,10069,天津商业大学,209,,,547,25624,3,投档人数:3,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10069-210-82,2025,广东,历史,普通类本科批次,10069,天津商业大学,210,,,544,27293,3,投档人数:3,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10069-211-83,2025,广东,历史,普通类本科批次,10069,天津商业大学,211,,,545,26854,28,投档人数:28,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10069-212-84,2025,广东,历史,普通类本科批次,10069,天津商业大学(中外合作办学),212,,,546,26221,3,投档人数:3,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10070-207-85,2025,广东,历史,普通类本科批次,10070,天津财经大学,207,,,562,18248,15,投档人数:15,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10070-208-86,2025,广东,历史,普通类本科批次,10070,天津财经大学(中外合作办学),208,,,558,20181,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10071-208-87,2025,广东,历史,普通类本科批次,10071,天津体育学院,208,,,534,33166,1,投档人数:1,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10071-209-88,2025,广东,历史,普通类本科批次,10071,天津体育学院,209,,,523,40805,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10071-210-89,2025,广东,历史,普通类本科批次,10071,天津体育学院,210,,,514,47123,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10073-204-90,2025,广东,历史,普通类本科批次,10073,天津美术学院,204,,,536,32227,2,投档人数:2,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10077-204-91,2025,广东,历史,普通类本科批次,10077,河北地质大学,204,,,533,34295,6,投档人数:6,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
gd-2025-历史-10079-206-92,2025,广东,历史,普通类本科批次,10079,华北电力大学(保定),206,,,583,10068,10,投档人数:10,广东省教育考试院,https://eea.gd.gov.cn/ptgk/content/post_4746781.html,2025-07-19,verified,2026-07-02T03:58:24.862680+00:00,2026-07-02T03:58:24.862680+00:00
