id,year,province,subject_type,batch_name,university_code,university_name,major_group_code,major_code,major_name,min_score,min_rank,plan_type,source_name,source_url,source_updated_at,created_at,updated_at
js-2023-history-0306-02-1,2023,江苏,历史,普通类本科批次,0306,中国民用航空飞行学院,02,,(不限),524,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-0306-03-2,2023,江苏,历史,普通类本科批次,0306,中国民用航空飞行学院,03,,(思想政治),544,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1101-03-3,2023,江苏,历史,普通类本科批次,1101,南京大学,03,,(不限),640,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1102-02-4,2023,江苏,历史,普通类本科批次,1102,东南大学,02,,(不限),629,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1103-01-5,2023,江苏,历史,普通类本科批次,1103,南京航空航天大学,01,,(不限),621,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1103-02-6,2023,江苏,历史,普通类本科批次,1103,南京航空航天大学,02,,(不限),603,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1104-01-7,2023,江苏,历史,普通类本科批次,1104,南京理工大学,01,,(不限),602,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1104-02-8,2023,江苏,历史,普通类本科批次,1104,南京理工大学,02,,(思想政治),600,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1105-01-9,2023,江苏,历史,普通类本科批次,1105,河海大学,01,,(不限),601,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1105-02-10,2023,江苏,历史,普通类本科批次,1105,河海大学,02,,(不限),592,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1105-03-11,2023,江苏,历史,普通类本科批次,1105,河海大学,03,,(思想政治),600,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1106-02-12,2023,江苏,历史,普通类本科批次,1106,南京信息工程大学,02,,(不限),581,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1106-03-13,2023,江苏,历史,普通类本科批次,1106,南京信息工程大学,03,,(不限)(中外合作办学),554,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1106-04-14,2023,江苏,历史,普通类本科批次,1106,南京信息工程大学,04,,(思想政治),583,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1107-01-15,2023,江苏,历史,普通类本科批次,1107,南京农业大学,01,,(不限),588,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1108-04-16,2023,江苏,历史,普通类本科批次,1108,南京师范大学,04,,(不限),613,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1108-05-17,2023,江苏,历史,普通类本科批次,1108,南京师范大学,05,,(不限),621,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1108-06-18,2023,江苏,历史,普通类本科批次,1108,南京师范大学,06,,(不限),596,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1108-07-19,2023,江苏,历史,普通类本科批次,1108,南京师范大学,07,,(不限),575,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1108-08-20,2023,江苏,历史,普通类本科批次,1108,南京师范大学,08,,(不限),573,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1108-09-21,2023,江苏,历史,普通类本科批次,1108,南京师范大学,09,,(不限),583,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1108-10-22,2023,江苏,历史,普通类本科批次,1108,南京师范大学,10,,(化学或地理),608,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1108-11-23,2023,江苏,历史,普通类本科批次,1108,南京师范大学,11,,(思想政治),608,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1109-01-24,2023,江苏,历史,普通类本科批次,1109,中国药科大学,01,,(不限),587,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1110-02-25,2023,江苏,历史,普通类本科批次,1110,南京工业大学,02,,(不限),554,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
js-2023-history-1111-02-26,2023,江苏,历史,普通类本科批次,1111,南京邮电大学,02,,(不限),568,,,江苏省教育考试院,https://www.jseea.cn/webfile/index/index_zkxx/2023-07-18/7086888854866628608.html,2023-07-18,2026-07-01T13:21:36.411893+00:00,2026-07-01T13:21:36.411893+00:00
